"sample_id","m","Method","Order.q","SC","qD","qD.LCL","qD.UCL","site_code","habitat","nonchim"
"hja2016_079",10000,"Rarefaction",0,0.995518483992975,890.680902950083,887.301662536183,894.060143363984,"64","hyporheic",25161
"hja2016_079",10000,"Rarefaction",1,0.995518483992975,633.116700253337,627.553070474935,638.680330031738,"64","hyporheic",25161
"hja2016_079",10000,"Rarefaction",2,0.995518483992975,467.695915665561,458.483467224484,476.908364106639,"64","hyporheic",25161
"hja2016_084",10000,"Rarefaction",0,0.995896684546634,688.734317234899,685.718617429529,691.750017040268,"177","hyporheic",44478
"hja2016_084",10000,"Rarefaction",1,0.995896684546634,429.696596406474,425.581515042181,433.811677770767,"177","hyporheic",44478
"hja2016_084",10000,"Rarefaction",2,0.995896684546634,255.086356720533,248.410130698076,261.76258274299,"177","hyporheic",44478
"hja2016_127",10000,"Rarefaction",0,0.889625869938812,2844.76998289736,2829.09642305913,2860.4435427356,"60","sediment",70047
"hja2016_127",10000,"Rarefaction",1,0.889625869938812,1625.73940343683,1610.26008403929,1641.21872283438,"60","sediment",70047
"hja2016_127",10000,"Rarefaction",2,0.889625869938812,793.383029857062,775.087676535177,811.678383178946,"60","sediment",70047
"hja2016_129",10000,"Rarefaction",0,0.86134780498886,3137.68777867548,3125.95160565869,3149.42395169228,"72","sediment",127706
"hja2016_129",10000,"Rarefaction",1,0.86134780498886,1777.65302667522,1763.70992857657,1791.59612477388,"72","sediment",127706
"hja2016_129",10000,"Rarefaction",2,0.86134780498886,853.821603659259,838.524331992357,869.118875326162,"72","sediment",127706
"hja2016_131",10000,"Rarefaction",0,0.794746939942688,3779.49397010918,3774.44512932121,3784.54281089714,"74","sediment",883738
"hja2016_131",10000,"Rarefaction",1,0.794746939942688,2162.86104779373,2156.95616193635,2168.7659336511,"74","sediment",883738
"hja2016_131",10000,"Rarefaction",2,0.794746939942688,969.787367840539,963.007037361187,976.567698319892,"74","sediment",883738
"hja2016_132",10000,"Rarefaction",0,0.826597663282713,3348.64207460916,3343.9510391943,3353.33311002403,"84","sediment",919986
"hja2016_132",10000,"Rarefaction",1,0.826597663282713,1743.70578666696,1738.65537027496,1748.75620305896,"84","sediment",919986
"hja2016_132",10000,"Rarefaction",2,0.826597663282713,665.277265279119,660.344481905596,670.210048652642,"84","sediment",919986
"hja2016_133",10000,"Rarefaction",0,0.899966908639621,2692.15216515471,2682.32552867674,2701.97880163268,"161","sediment",72059
"hja2016_133",10000,"Rarefaction",1,0.899966908639621,1515.7244033958,1503.14094946006,1528.30785733154,"161","sediment",72059
"hja2016_133",10000,"Rarefaction",2,0.899966908639621,718.81971071094,702.188434018133,735.450987403746,"161","sediment",72059
"hja2016_135",10000,"Rarefaction",0,0.882501760317996,2792.91675459141,2781.08490604446,2804.74860313836,"169","sediment",123455
"hja2016_135",10000,"Rarefaction",1,0.882501760317996,1435.93082477766,1424.34798713429,1447.51366242102,"169","sediment",123455
"hja2016_135",10000,"Rarefaction",2,0.882501760317996,550.039522764716,537.392322721464,562.686722807968,"169","sediment",123455
"hja2016_136",10000,"Rarefaction",0,0.879782960467162,2709.54675150904,2700.48271044663,2718.61079257145,"190","sediment",138898
"hja2016_136",10000,"Rarefaction",1,0.879782960467162,1279.56838794149,1270.55851385693,1288.57826202604,"190","sediment",138898
"hja2016_136",10000,"Rarefaction",2,0.879782960467162,493.467087936015,484.85390018102,502.08027569101,"190","sediment",138898
"hja2016_139",10000,"Rarefaction",0,0.857342069651419,3172.54027997305,3162.67495148391,3182.4056084622,"CC-2","sediment",140227
"hja2016_139",10000,"Rarefaction",1,0.857342069651419,1763.33529375901,1752.07133586761,1774.5992516504,"CC-2","sediment",140227
"hja2016_139",10000,"Rarefaction",2,0.857342069651419,836.114709149262,825.678003984508,846.551414314015,"CC-2","sediment",140227
"hja2016_140",10000,"Rarefaction",0,0.870857774063774,2880.851997871,2871.97374646659,2889.73024927541,"CC-3","sediment",205891
"hja2016_140",10000,"Rarefaction",1,0.870857774063774,1470.01512468963,1461.65050618049,1478.37974319877,"CC-3","sediment",205891
"hja2016_140",10000,"Rarefaction",2,0.870857774063774,619.661495913708,611.16952796202,628.153463865396,"CC-3","sediment",205891
"hja2016_141",10000,"Rarefaction",0,0.882620596013441,2679.55105962998,2669.08490159661,2690.01721766334,"CC-4","sediment",156782
"hja2016_141",10000,"Rarefaction",1,0.882620596013441,1284.29896980092,1274.64930188141,1293.94863772043,"CC-4","sediment",156782
"hja2016_141",10000,"Rarefaction",2,0.882620596013441,510.098091699359,502.239799169664,517.956384229053,"CC-4","sediment",156782
"hja2016_142",10000,"Rarefaction",0,0.861788596226354,3129.32098864652,3124.26164486045,3134.38033243259,"KC-1","sediment",676967
"hja2016_142",10000,"Rarefaction",1,0.861788596226354,1748.45677814667,1742.78726513285,1754.12629116049,"KC-1","sediment",676967
"hja2016_142",10000,"Rarefaction",2,0.861788596226354,781.724606657132,775.576016728409,787.873196585854,"KC-1","sediment",676967
"hja2016_144",10000,"Rarefaction",0,0.872682099804368,2912.17007855334,2906.43644010984,2917.90371699685,"KC-3","sediment",480196
"hja2016_144",10000,"Rarefaction",1,0.872682099804368,1567.0666612456,1560.18365627267,1573.94966621852,"KC-3","sediment",480196
"hja2016_144",10000,"Rarefaction",2,0.872682099804368,717.190749937539,710.288241521857,724.093258353221,"KC-3","sediment",480196
"hja2016_145",10000,"Rarefaction",0,0.854545034371721,3223.20563459619,3212.73798831206,3233.67328088033,"155","sediment",124377
"hja2016_145",10000,"Rarefaction",1,0.854545034371721,1851.03531601208,1838.47910964028,1863.59152238389,"155","sediment",124377
"hja2016_145",10000,"Rarefaction",2,0.854545034371721,913.41365979887,899.542571479679,927.284748118061,"155","sediment",124377
"hja2016_146",10000,"Rarefaction",0,0.882249545207037,2766.54773703264,2755.75347731935,2777.34199674594,"156","sediment",132956
"hja2016_146",10000,"Rarefaction",1,0.882249545207037,1394.95999561149,1383.59072448563,1406.32926673734,"156","sediment",132956
"hja2016_146",10000,"Rarefaction",2,0.882249545207037,560.820791497072,550.774159135153,570.867423858992,"156","sediment",132956
"hja2016_147",10000,"Rarefaction",0,0.88347488537912,2895.19150235527,2885.12710041617,2905.25590429436,"163","sediment",116303
"hja2016_147",10000,"Rarefaction",1,0.88347488537912,1638.85684130589,1625.85272263746,1651.86095997433,"163","sediment",116303
"hja2016_147",10000,"Rarefaction",2,0.88347488537912,771.243358853928,755.697397776526,786.78931993133,"163","sediment",116303
"hja2016_148",10000,"Rarefaction",0,0.866434181089803,3082.81640577952,3070.28842144978,3095.34439010926,"165","sediment",110482
"hja2016_148",10000,"Rarefaction",1,0.866434181089803,1718.00223022334,1704.25766869385,1731.74679175282,"165","sediment",110482
"hja2016_148",10000,"Rarefaction",2,0.866434181089803,815.670974086191,803.297716417161,828.044231755221,"165","sediment",110482
"hja2016_150",10000,"Rarefaction",0,0.859887070420712,3068.23735365569,3056.78971211515,3079.68499519624,"53","sediment",137116
"hja2016_150",10000,"Rarefaction",1,0.859887070420712,1636.83506704913,1626.97806979547,1646.6920643028,"53","sediment",137116
"hja2016_150",10000,"Rarefaction",2,0.859887070420712,682.826770483384,671.518722785044,694.134818181725,"53","sediment",137116
"hja2016_151",10000,"Rarefaction",0,0.806324600714392,3669.94128923632,3664.20471890901,3675.67785956363,"64","sediment",964977
"hja2016_151",10000,"Rarefaction",1,0.806324600714392,2088.12032509884,2082.34658807045,2093.89406212723,"64","sediment",964977
"hja2016_151",10000,"Rarefaction",2,0.806324600714392,921.454854461182,914.558051945265,928.351656977099,"64","sediment",964977
"hja2016_152",10000,"Rarefaction",0,0.83924757038296,3035.40733786576,3029.11465957659,3041.70001615492,"66","sediment",799955
"hja2016_152",10000,"Rarefaction",1,0.83924757038296,1322.57231364424,1317.0405681191,1328.10405916937,"66","sediment",799955
"hja2016_152",10000,"Rarefaction",2,0.83924757038296,389.672290696522,385.920456849502,393.424124543541,"66","sediment",799955
"hja2016_155",10000,"Rarefaction",0,0.863900149788683,3137.0678030648,3126.72343325553,3147.41217287407,"82","sediment",116837
"hja2016_155",10000,"Rarefaction",1,0.863900149788683,1779.5541104203,1767.37498035922,1791.73324048138,"82","sediment",116837
"hja2016_155",10000,"Rarefaction",2,0.863900149788683,874.642593750956,861.568104062828,887.717083439085,"82","sediment",116837
"hja2016_157",10000,"Rarefaction",0,0.879443269339256,2848.9415030255,2838.25775852211,2859.62524752888,"43","sediment",96913
"hja2016_157",10000,"Rarefaction",1,0.879443269339256,1528.23848993368,1514.85954537465,1541.61743449271,"43","sediment",96913
"hja2016_157",10000,"Rarefaction",2,0.879443269339256,733.112112009664,718.526866086966,747.697357932362,"43","sediment",96913
"hja2016_159",10000,"Rarefaction",0,0.883219577047386,2838.09123288725,2825.67475339781,2850.5077123767,"49","sediment",83304
"hja2016_159",10000,"Rarefaction",1,0.883219577047386,1532.15154741757,1518.9705583397,1545.33253649544,"49","sediment",83304
"hja2016_159",10000,"Rarefaction",2,0.883219577047386,731.558794960876,718.12974650092,744.987843420832,"49","sediment",83304
"hja2016_160",10000,"Rarefaction",0,0.889372655404741,2510.61007503095,2502.81743275998,2518.40271730193,"50","sediment",236788
"hja2016_160",10000,"Rarefaction",1,0.889372655404741,1142.95754907539,1135.94382498391,1149.97127316687,"50","sediment",236788
"hja2016_160",10000,"Rarefaction",2,0.889372655404741,463.353542672912,457.377868022435,469.329217323389,"50","sediment",236788
"hja2016_183",10000,"Rarefaction",0,0.847862742037205,3017.38063884828,3011.28383624329,3023.47744145327,"HJA-2016_soil_01","soil",804564
"hja2016_183",10000,"Rarefaction",1,0.847862742037205,1351.99052450656,1346.75165949027,1357.22938952285,"HJA-2016_soil_01","soil",804564
"hja2016_183",10000,"Rarefaction",2,0.847862742037205,444.116153620781,440.586226337543,447.646080904019,"HJA-2016_soil_01","soil",804564
"hja2016_184",10000,"Rarefaction",0,0.948314524172768,1832.49253132875,1823.35872612782,1841.62633652968,"HJA-2016_soil_03","soil",68951
"hja2016_184",10000,"Rarefaction",1,0.948314524172768,924.136108472824,915.418696184501,932.853520761148,"HJA-2016_soil_03","soil",68951
"hja2016_184",10000,"Rarefaction",2,0.948314524172768,441.833940348165,431.28468180518,452.38319889115,"HJA-2016_soil_03","soil",68951
"hja2016_185",10000,"Rarefaction",0,0.978837047160922,1095.84953770483,1088.70795148481,1102.99112392485,"HJA-2016_soil_04","soil",46147
"hja2016_185",10000,"Rarefaction",1,0.978837047160922,454.339546053435,448.770751638475,459.908340468394,"HJA-2016_soil_04","soil",46147
"hja2016_185",10000,"Rarefaction",2,0.978837047160922,172.373308645832,167.715716160021,177.030901131644,"HJA-2016_soil_04","soil",46147
"hja2016_188",10000,"Rarefaction",0,0.986544458763223,769.52472708798,763.011579133632,776.037875042328,"HJA-2016_soil_07","soil",53759
"hja2016_188",10000,"Rarefaction",1,0.986544458763223,225.666305902308,222.329924441515,229.002687363102,"HJA-2016_soil_07","soil",53759
"hja2016_188",10000,"Rarefaction",2,0.986544458763223,62.7004753689552,60.9921443274121,64.4088064104984,"HJA-2016_soil_07","soil",53759
"hja2016_189",10000,"Rarefaction",0,0.957867847462908,1467.15856534822,1460.66687223241,1473.65025846403,"HJA-2016_soil_08","soil",151838
"hja2016_189",10000,"Rarefaction",1,0.957867847462908,511.816217279514,507.311074160037,516.321360398991,"HJA-2016_soil_08","soil",151838
"hja2016_189",10000,"Rarefaction",2,0.957867847462908,148.055117018027,145.750696413484,150.359537622571,"HJA-2016_soil_08","soil",151838
"hja2016_190",10000,"Rarefaction",0,0.96792953899444,1401.37207646663,1392.71611894933,1410.02803398394,"HJA-2016_soil_09","soil",34900
"hja2016_190",10000,"Rarefaction",1,0.96792953899444,599.49055432166,588.828807702251,610.15230094107,"HJA-2016_soil_09","soil",34900
"hja2016_190",10000,"Rarefaction",2,0.96792953899444,179.958657907807,169.256673775111,190.660642040503,"HJA-2016_soil_09","soil",34900
"hja2016_191",10000,"Rarefaction",0,0.986424733017453,941.042913766354,936.408587112935,945.677240419772,"HJA-2016_soil_10","soil",45834
"hja2016_191",10000,"Rarefaction",1,0.986424733017453,420.750118614302,415.237896633566,426.262340595038,"HJA-2016_soil_10","soil",45834
"hja2016_191",10000,"Rarefaction",2,0.986424733017453,184.640506542465,179.947666792019,189.333346292911,"HJA-2016_soil_10","soil",45834
"hja2016_031",10000,"Rarefaction",0,0.999490684354583,238.100278518479,235.891124319108,240.309432717851,"161","hyporheic",12209
"hja2016_031",10000,"Rarefaction",1,0.999490684354583,155.931405842052,153.561568772517,158.301242911587,"161","hyporheic",12209
"hja2016_031",10000,"Rarefaction",2,0.999490684354583,106.868369456448,103.32450077279,110.412238140106,"161","hyporheic",12209
"hja2016_032",10000,"Rarefaction",0,0.999340729673458,384.84097802086,381.788016181762,387.893939859957,"54","hyporheic",14201
"hja2016_032",10000,"Rarefaction",1,0.999340729673458,289.754436343908,286.560370023468,292.948502664347,"54","hyporheic",14201
"hja2016_032",10000,"Rarefaction",2,0.999340729673458,237.450168228418,233.013097733729,241.887238723107,"54","hyporheic",14201
"hja2016_035",10000,"Rarefaction",0,0.99673114174601,545.573574800178,541.161566563926,549.98558303643,"192","hyporheic",30527
"hja2016_035",10000,"Rarefaction",1,0.99673114174601,82.6435204651672,80.2666310119522,85.0204099183822,"192","hyporheic",30527
"hja2016_035",10000,"Rarefaction",2,0.99673114174601,8.13592586010199,7.9072241997613,8.36462752044267,"192","hyporheic",30527
"hja2016_037",10000,"Rarefaction",0,0.999363050186912,379.01605426269,375.070295629954,382.961812895426,"43","hyporheic",13968
"hja2016_037",10000,"Rarefaction",1,0.999363050186912,272.397996371725,268.669471743318,276.126521000131,"43","hyporheic",13968
"hja2016_037",10000,"Rarefaction",2,0.999363050186912,204.050625542601,198.205906805674,209.895344279527,"43","hyporheic",13968
"hja2016_042",10000,"Rarefaction",0,0.99929223069794,336.400450445491,332.848515361739,339.952385529242,"165","planktonic",12819
"hja2016_042",10000,"Rarefaction",1,0.99929223069794,229.328286848658,225.493364525876,233.16320917144,"165","planktonic",12819
"hja2016_042",10000,"Rarefaction",2,0.99929223069794,165.584672723133,160.074435275696,171.094910170569,"165","planktonic",12819
"hja2016_043",10000,"Rarefaction",0,0.998469168358688,426.042412575778,422.375282551007,429.709542600549,"KC-2","hyporheic",20270
"hja2016_043",10000,"Rarefaction",1,0.998469168358688,295.970364904547,292.734061126575,299.206668682519,"KC-2","hyporheic",20270
"hja2016_043",10000,"Rarefaction",2,0.998469168358688,221.437841511077,215.854987933147,227.020695089008,"KC-2","hyporheic",20270
"hja2016_044",10000,"Rarefaction",0,0.999696657260296,178.902648198185,175.614368347066,182.190928049303,"156","planktonic",10328
"hja2016_044",10000,"Rarefaction",1,0.999696657260296,111.130064259596,109.345124678155,112.915003841038,"156","planktonic",10328
"hja2016_044",10000,"Rarefaction",2,0.999696657260296,74.3210941167654,71.5750919203499,77.0670963131809,"156","planktonic",10328
"hja2016_049",10000,"Rarefaction",0,0.997989887052474,236.879458822271,230.529653671805,243.229263972736,"67","planktonic",13815
"hja2016_049",10000,"Rarefaction",1,0.997989887052474,134.60673579769,132.274856535816,136.938615059565,"67","planktonic",13815
"hja2016_049",10000,"Rarefaction",2,0.997989887052474,72.2882552273113,68.5750336617157,76.001476792907,"67","planktonic",13815
"hja2016_050",10000,"Rarefaction",0,0.994630862577507,841.041683786711,837.221674442767,844.861693130655,"165","hyporheic",48004
"hja2016_050",10000,"Rarefaction",1,0.994630862577507,391.520698757965,386.178217434001,396.86318008193,"165","hyporheic",48004
"hja2016_050",10000,"Rarefaction",2,0.994630862577507,53.8649275734543,51.8805883439799,55.8492668029287,"165","hyporheic",48004
"hja2016_052",10000,"Rarefaction",0,0.988184670895223,1300.74227604363,1296.22690492409,1305.25764716317,"163","hyporheic",61105
"hja2016_052",10000,"Rarefaction",1,0.988184670895223,932.917896970297,927.146856552649,938.688937387946,"163","hyporheic",61105
"hja2016_052",10000,"Rarefaction",2,0.988184670895223,662.702503933664,650.754010781122,674.650997086206,"163","hyporheic",61105
"hja2016_056",10000,"Rarefaction",0,0.985928016285082,1006.64887738035,1000.777192564,1012.5205621967,"KC-1","hyporheic",49037
"hja2016_056",10000,"Rarefaction",1,0.985928016285082,143.975224212586,140.746064598245,147.204383826928,"KC-1","hyporheic",49037
"hja2016_056",10000,"Rarefaction",2,0.985928016285082,10.6340716134984,10.4020194305267,10.8661237964701,"KC-1","hyporheic",49037
"hja2016_057",10000,"Rarefaction",0,0.998669328922162,465.057621364901,460.650517512604,469.464725217199,"71","hyporheic",13771
"hja2016_057",10000,"Rarefaction",1,0.998669328922162,261.469310336642,256.767310192256,266.171310481028,"71","hyporheic",13771
"hja2016_057",10000,"Rarefaction",2,0.998669328922162,98.9271791467418,92.4588831302438,105.39547516324,"71","hyporheic",13771
"hja2016_059",10000,"Rarefaction",0,0.983562839163391,705.754038599113,694.118441566724,717.389635631502,"KC-2","planktonic",19642
"hja2016_059",10000,"Rarefaction",1,0.983562839163391,366.424816941069,361.708417844059,371.14121603808,"KC-2","planktonic",19642
"hja2016_059",10000,"Rarefaction",2,0.983562839163391,231.155902799555,224.269126941935,238.042678657174,"KC-2","planktonic",19642
"hja2016_062",10000,"Rarefaction",0,0.973250243789375,1495.4712198505,1490.77408258802,1500.16835711297,"WS3-3","hyporheic",90648
"hja2016_062",10000,"Rarefaction",1,0.973250243789375,469.99457247196,463.261030761138,476.728114182781,"WS3-3","hyporheic",90648
"hja2016_062",10000,"Rarefaction",2,0.973250243789375,41.6330999788521,40.3836516483237,42.8825483093804,"WS3-3","hyporheic",90648
"hja2016_064",10000,"Rarefaction",0,0.99698549084995,545.394198266583,541.2314506053,549.556945927866,"WS3-4","planktonic",22148
"hja2016_064",10000,"Rarefaction",1,0.99698549084995,368.866522797608,364.548133703868,373.184911891347,"WS3-4","planktonic",22148
"hja2016_064",10000,"Rarefaction",2,0.99698549084995,273.451658219119,266.361375676844,280.541940761394,"WS3-4","planktonic",22148
"hja2016_099",10000,"Rarefaction",0,0.847450687129566,3432.54698042314,3415.89966492513,3449.19429592116,"162","planktonic",70870
"hja2016_099",10000,"Rarefaction",1,0.847450687129566,2145.3850730152,2127.44824808442,2163.32189794597,"162","planktonic",70870
"hja2016_099",10000,"Rarefaction",2,0.847450687129566,1202.54964324095,1181.68079519333,1223.41849128857,"162","planktonic",70870
"hja2016_100",10000,"Rarefaction",0,0.868970951801393,2957.30756425528,2944.38957860806,2970.2255499025,"64","planktonic",80837
"hja2016_100",10000,"Rarefaction",1,0.868970951801393,1614.98595120463,1601.9490822609,1628.02282014837,"64","planktonic",80837
"hja2016_100",10000,"Rarefaction",2,0.868970951801393,796.693289251228,784.683331483879,808.703247018577,"64","planktonic",80837
"hja2016_101",10000,"Rarefaction",0,0.853981504145715,3277.59956677984,3265.45359844763,3289.74553511205,"58","planktonic",69823
"hja2016_101",10000,"Rarefaction",1,0.853981504145715,1930.29507526757,1914.66785525632,1945.92229527881,"58","planktonic",69823
"hja2016_101",10000,"Rarefaction",2,0.853981504145715,966.680597350519,945.150237711992,988.210956989047,"58","planktonic",69823
"hja2016_102",10000,"Rarefaction",0,0.887939221132758,2897.39025521907,2883.52536793041,2911.25514250772,"73","hyporheic",44648
"hja2016_102",10000,"Rarefaction",1,0.887939221132758,1713.32224829714,1696.05738390934,1730.58711268495,"73","hyporheic",44648
"hja2016_102",10000,"Rarefaction",2,0.887939221132758,935.524395797315,917.295093582532,953.753698012098,"73","hyporheic",44648
"hja2016_103",10000,"Rarefaction",0,0.872141240756653,3044.11238324094,3030.01156225043,3058.21320423145,"260","planktonic",69136
